product_id,price,brand,material_quality_score,is_sustainable,carbon_emission_score,packaging_score,certifications_score,avg_rating,rating_count,review_sentiment_score,grade
P0075,978,GreenEarth,0.9126430541164484,1,0.4774506505002744,0.926083072053955,0.372999835566863,5.0,4470,-0.0343798133432593,A+
P0077,4987,EcoWare,0.9711935095511166,0,0.8065879426861369,0.9291515228161432,0.6957949669407455,3.7,4517,0.677942193348136,A+
P0082,7308,NatureNext,0.7832876810857092,1,0.5225729878394764,0.9921848719724152,0.4428293703843241,2.7,4297,0.8265994232000675,A+
P0085,164,GreenEarth,0.6985893887146055,1,0.3529342732429255,0.6360331641170599,0.9520956516529238,3.9,4487,0.9222365360432804,A+
P0089,2127,EcoWare,0.7662405962797131,1,0.9316241833831596,0.9837560609793105,0.8085705341473903,3.2,4573,0.4106132850718544,A+
P0109,5156,NatureNext,0.9763987638006472,1,0.8283919584567361,0.5981563959268577,0.6274678987660728,3.0,158,0.445886848778894,A+
P0110,8210,NatureNext,0.912600383707784,0,0.8077219597553333,0.9962789156375408,0.9236648375496528,5.0,1764,-0.5876058414895955,A+
P0118,4588,ReEarth,0.5610175260621975,1,0.8459841486276628,0.4627789321345985,0.9545538424175,2.5,934,0.5531149435704401,A+
P0121,6077,ReEarth,0.9380525962990212,1,0.8150370702836416,0.6664945056708991,0.3388130216048481,3.2,4228,0.221815044316793,A+
P0136,1778,AmazonBasics,0.7151685887544605,1,0.5787001711067628,0.5794167561577137,0.924309567052558,2.5,3584,0.6115857319164695,A+
P0143,9889,NatureNext,0.809025837143593,0,0.8934962340994415,0.9255446773422936,0.8655712200947645,2.9,4464,0.823277379470607,A+
P0145,3727,EcoWare,0.6144473024233068,1,0.6711753308386424,0.9354148032242589,0.6740378674249567,2.7,3250,0.5476014971380678,A+
P0154,5964,AmazonBasics,0.8270378976859991,1,0.7744514075210431,0.982625983182856,0.1310586308042903,3.4,3553,0.8761077071078593,A+
P0156,7626,GreenEarth,0.76275231098432,1,0.9876220047562612,0.512112254887421,0.5079486919064082,3.5,2063,-0.980306349975978,A+
P0157,9001,NatureNext,0.7408174232674312,1,0.4732622442707239,0.9765832615864576,0.750330775819956,4.2,2607,-0.5238295743857648,A+
P0160,4513,ReEarth,0.9819111377411756,1,0.7110806437342377,0.7732735180700463,0.8568353497231763,4.3,4308,-0.5182438725890346,A+
P0168,5332,NatureNext,0.8094740965038607,1,0.9506027698804078,0.8710385832445751,0.4754636061691204,4.7,1046,0.0657528693934947,A+
P0171,1391,AmazonBasics,0.8146494030053681,1,0.9398145109674776,0.4162367650370754,0.8636410524171562,2.8,3423,-0.2770693430029691,A+
P0173,7654,AmazonBasics,0.5323083399220431,1,0.9823920132433346,0.6495120622100277,0.4268583287950895,2.6,4379,0.4776027665363793,A+
P0176,3796,ReEarth,0.6329255683271567,1,0.7883208752133495,0.958733782026864,0.7268769061397716,5.0,4229,0.0609463743955844,A+
P0178,4837,ReEarth,0.7496669174893091,1,0.7956880491750281,0.6164606177679561,0.2207125859444186,3.7,3268,0.7007538385994112,A+
P0179,954,GreenEarth,0.6330096390026904,1,0.956297825853113,0.990063724595144,0.1584480371899059,3.8,2117,-0.5405953692757313,A+
P0181,5955,GreenEarth,0.5635998813437249,1,0.6502029419949822,0.7297856193913757,0.8227029217172064,3.7,2839,-0.2547897928458404,A+
P0185,5272,AmazonBasics,0.9053429639931332,1,0.8970577878175959,0.6187681948364253,0.8394532342095508,3.4,635,-0.3596275611918893,A+
P0191,302,ReEarth,0.551074764828769,1,0.7773744646646524,0.4837294095848851,0.9732608830304916,4.6,4312,0.6146912424007371,A+
P0199,297,ReEarth,0.8905852118934596,1,0.838538881908928,0.7339779954119149,0.3292306153413945,3.8,3418,0.253317278182682,A+
P0209,7198,GreenEarth,0.9941376355000656,1,0.5313340809230838,0.7748743198521091,0.7658684256625315,4.9,4490,0.1899069775616211,A+
P0214,3011,EcoWare,0.8295177671018403,1,0.9835366082690274,0.6908466205448796,0.4144083977184951,4.2,577,-0.9423273461565892,A+
P0223,4836,ReEarth,0.9711576948365964,1,0.7563112686222787,0.5205072606637121,0.986687611617024,3.8,4331,-0.0494058523534886,A+
P0225,8255,EcoWare,0.6774206801284453,1,0.7359708371208368,0.9410517676178888,0.5096564508037607,3.4,569,-0.7329138209888977,A+
P0231,6387,AmazonBasics,0.5413088317296344,1,0.4413038834624041,0.991424677369432,0.930998619712584,3.3,47,-0.1690132066081713,A+
P0242,2355,ReEarth,0.9799132590379644,1,0.5689658714575491,0.8501476933462393,0.8205917893241481,3.6,1761,-0.6064824446566888,A+
P0245,6395,GreenEarth,0.6611077517223142,1,0.7826516928247517,0.9117124688647128,0.7300017210808615,4.2,266,0.4130996045656538,A+
P0257,3061,AmazonBasics,0.5475058494961523,1,0.7968724146501356,0.9338771865502308,0.6252161250314382,4.2,1399,0.611409584962407,A+
P0259,4533,NatureNext,0.775045970229078,1,0.5874817763950839,0.4378215102429784,0.679704778576834,4.2,3866,0.9733935921608476,A+
P0263,5799,ReEarth,0.9641587664242884,1,0.7414999085951479,0.6524828870583202,0.7882009298667061,4.7,4539,-0.5193753794066511,A+
P0267,5011,NatureNext,0.9962077002447352,1,0.6397941834734482,0.6262814048609422,0.748698478439155,5.0,1203,-0.6039381067378127,A+
P0270,6115,AmazonBasics,0.9396343299989192,1,0.7519099656965857,0.473179822940842,0.9558431471751636,2.9,4953,0.7365940363226557,A+
P0281,3536,EcoWare,0.8765936679567015,1,0.6730855453398944,0.8860660527552726,0.2954220363137649,4.1,3169,-0.7296338916571399,A+
P0285,325,NatureNext,0.5539718573232322,1,0.8433259365844273,0.3086387322422618,0.8518459258388879,3.8,3900,-0.2985254031913824,A+
P0292,7783,NatureNext,0.7067082246476307,1,0.8394831396655941,0.9666907141976504,0.335843487039316,3.8,2069,0.861796288742859,A+
P0293,4742,NatureNext,0.8790925055382687,1,0.5153706348297461,0.9184953098591332,0.5138665257132716,4.3,3496,-0.778159538250387,A+
P0296,7439,GreenEarth,0.5529653562792465,1,0.7962963084060992,0.6321044255345145,0.7054900246731167,2.6,3910,-0.1295385639811521,A+
P0306,3270,EcoWare,0.9407253898375108,1,0.8723083548259932,0.8444678711209155,0.7069563184934227,4.6,392,-0.7877491628701951,A+
P0307,799,AmazonBasics,0.6389510486244339,1,0.8053951501155243,0.8756373780197932,0.6543464596528576,3.6,4122,0.37729010452878,A+
P0308,5188,ReEarth,0.5969769336338875,1,0.4860864386568014,0.931934651575156,0.8725199518293624,4.1,4598,0.95730816267593,A+
P0318,1916,EcoWare,0.7620795853630811,1,0.9705372287737288,0.8297306631728498,0.1244218868518934,3.9,4749,0.5229176668723172,A+
P0319,5954,GreenEarth,0.924023895565386,1,0.8439868517145763,0.7763907132453709,0.599597260044054,4.5,1369,-0.1532265018650762,A+
P0321,669,NatureNext,0.9163402346735215,1,0.9402139751118832,0.3413740746129581,0.513955446690708,4.9,2979,-0.3734479777236426,A+
P0323,1995,AmazonBasics,0.8747727422344441,1,0.7068329578058492,0.8101503555796032,0.8374495950834618,3.8,3821,-0.3514982522960588,A+
P0325,3963,ReEarth,0.8391894114275709,1,0.5192431779008122,0.9496362251601936,0.8890121901109594,3.5,4227,-0.1144700862762109,A+
P0332,1509,NatureNext,0.8216825899558922,1,0.4654106215354996,0.8361801023986253,0.8217524169853904,3.3,677,0.3207736764017772,A+
P0344,8816,ReEarth,0.9371312353051188,1,0.9445723694723296,0.418652864306241,0.7863316553950405,3.5,2421,-0.5055897621387335,A+
P0353,4595,ReEarth,0.8010728220262405,1,0.6209561512320333,0.7394217904281355,0.2782676608187696,4.2,1308,0.8030112389026063,A+
P0356,6714,NatureNext,0.818245325524577,1,0.4412148925380823,0.5274459560846488,0.8147936675236587,4.7,3036,0.1933157839941803,A+
P0358,6019,ReEarth,0.8477078241640266,1,0.656674352846367,0.973131064932316,0.3096688704012925,4.3,4721,-0.0397475419715815,A+
P0359,953,EcoWare,0.8729626044068373,1,0.6697653881495618,0.8111703340505076,0.9378257999850672,3.1,2630,0.6313310816292674,A+
P0363,1248,GreenEarth,0.760148288459327,1,0.8749407695529807,0.7285930359857107,0.483549850790369,5.0,3882,-0.7324786098459957,A+
P0366,7609,ReEarth,0.8677528032437688,1,0.5536033872366934,0.8673277520508262,0.8776921788278482,3.2,1450,-0.6729086263517214,A+
P0368,3954,ReEarth,0.6857110009365228,1,0.8495487116821682,0.8120934836927938,0.7153641152288897,2.6,4489,-0.7177807033347015,A+
P0370,3224,GreenEarth,0.9006834579097596,1,0.8772772791669544,0.6653190297105602,0.7603282214041377,2.6,4102,-0.6414075294799031,A+
P0376,4969,EcoWare,0.7480831920566098,1,0.9768228887302804,0.6217512181700161,0.8715858828624066,4.2,2676,-0.7448636972714315,A+
P0378,9283,ReEarth,0.8429556355249319,1,0.5992189388020777,0.7330272023657572,0.4443956184510805,4.2,4228,0.34455765894816,A+
P0379,7127,ReEarth,0.9955632159106518,1,0.7730149147834352,0.6979865789232285,0.3032829394045271,4.7,2191,0.795057244753729,A+
P0380,4242,AmazonBasics,0.8736097938710188,1,0.8292327280295781,0.3414239503044792,0.716606298960031,4.9,1652,-0.1056789909386728,A+
P0392,5277,AmazonBasics,0.891290969925669,1,0.5093851985225814,0.8116157363255454,0.7777174890725507,4.1,3264,0.027407731245111,A+
P0396,6049,ReEarth,0.6884570823681859,1,0.958181588066358,0.5448980689265981,0.4441839479215043,4.4,4416,0.5285113480482826,A+
P0399,7660,NatureNext,0.7175901996276783,1,0.8504127558269445,0.439169842656182,0.8160923529142614,3.4,2314,0.5872648285111619,A+
P0402,1764,GreenEarth,0.8155853229783532,1,0.7665082509335589,0.3484074974029508,0.8517903386605417,2.8,1371,0.2799127702291408,A+
P0405,7905,GreenEarth,0.954695096004198,1,0.732376185272406,0.6311192523401145,0.5689831943041228,4.6,3148,0.8597170010011219,A+
P0414,7104,AmazonBasics,0.5067013132160828,1,0.9785682774892752,0.6083774119110963,0.7222160986736462,3.5,1084,0.423364118710172,A+
P0417,4349,GreenEarth,0.5181438113067511,1,0.8200660888691812,0.3426501052045039,0.7144596838857817,4.9,4696,0.4085181490048393,A+
P0418,1779,GreenEarth,0.6378599265477761,1,0.896124963629069,0.7858121898740194,0.4446276579139047,4.0,1996,0.1172446737323789,A+
P0424,2241,EcoWare,0.9223947181430108,1,0.6570924082287294,0.3639161617812691,0.6524759555072321,3.9,1865,0.1325922874481748,A+
P0432,6765,EcoWare,0.6575947605486795,1,0.9027037929309064,0.5531529663887311,0.621106324910203,4.6,610,-0.7501603785187332,A+
P0444,9187,NatureNext,0.7472405656475465,1,0.9867734490585568,0.5070232938165145,0.0852683416116774,4.3,2334,0.5251422255831057,A+
P0450,9860,GreenEarth,0.6543493716865976,1,0.6675228474247831,0.5693128035552115,0.999049498103645,3.3,3348,0.999415275643662,A+
P0453,2838,ReEarth,0.5915077221173636,1,0.8439565109522398,0.7127574466060833,0.5850351687186619,4.7,3530,-0.9793088070546,A+
P0462,4207,AmazonBasics,0.7019889381632741,1,0.9880561913507638,0.5522628446542195,0.6431043526178503,4.9,4249,0.3784880399240462,A+
P0465,9045,EcoWare,0.7744193283600294,1,0.8463828107131834,0.9044359264389692,0.2198619563689768,3.1,1429,-0.0623620839695173,A+
P0467,9067,ReEarth,0.6130735257949704,1,0.6554969252901107,0.5054743547210623,0.8994125221673253,4.4,1340,-0.4453064765507415,A+
P0471,8406,ReEarth,0.8320939572527086,1,0.3732615443294562,0.7949107059908136,0.9694908994061782,3.1,3754,-0.3520414505798008,A+
P0475,925,ReEarth,0.7300811322442198,1,0.8878650626096508,0.8712553296403458,0.9323481416337108,2.5,481,0.1247567607688042,A+
P0477,5845,AmazonBasics,0.6452937799031775,1,0.9858110493109904,0.8151425674863921,0.1706011246216443,4.7,4694,0.4061878075188656,A+
P0485,6088,EcoWare,0.9360678500112384,1,0.9925955928813244,0.9322565391412952,0.223009823533733,4.1,4572,-0.8709282323106475,A+
P0490,4179,ReEarth,0.5631268913963068,1,0.6062996811457426,0.9382081138389428,0.6809532914035762,2.9,3051,-0.2660134658361053,A+
P0496,6906,NatureNext,0.8753647534996736,1,0.6904495197781336,0.8626286652082338,0.7517945873672564,4.8,3995,0.701556980665321,A+
P0503,6017,EcoWare,0.8991720941121641,1,0.7286775626882234,0.529990704920059,0.8583304317809248,3.3,4237,0.5448219992545684,A+
P0506,1465,EcoWare,0.6986906952426583,1,0.9129682129381396,0.9756467469820144,0.9468801963410236,3.1,1515,0.7754487957866416,A+
P0509,7286,NatureNext,0.5978046365222576,1,0.5591335424106909,0.8082778815412459,0.9314789925966808,4.2,2829,0.4917845301309644,A+
P0515,2602,ReEarth,0.6561745509427568,1,0.9390904824059898,0.578796384362338,0.7495455642210852,4.4,1718,0.5666337804387227,A+
P0516,817,GreenEarth,0.8213373288362118,1,0.7674423575066069,0.3047702885300897,0.6995342576155238,4.8,3584,-0.4633204174506851,A+
P0524,7292,ReEarth,0.6815503683170052,1,0.9128717009509862,0.400212950467835,0.7157359264107953,4.5,4938,-0.0055951928868938,A+
P0525,5688,NatureNext,0.9485931704823094,1,0.6434658842862501,0.7604013030931673,0.972793701656444,4.7,2898,-0.1601226293035236,A+
P0529,1162,AmazonBasics,0.5166918008931907,1,0.8070787931762146,0.9322736735665912,0.7368264557515041,4.0,700,0.3385141851592965,A+
P0531,7960,ReEarth,0.8663176173504163,1,0.9450054640371476,0.8686735069303055,0.5727605329550868,4.2,1505,0.4946316511457727,A+
P0534,6641,EcoWare,0.8992966361913757,1,0.7565173928484974,0.639952805733994,0.3519297707317768,4.0,902,-0.4798745039156187,A+
P0535,4829,NatureNext,0.9838779385516944,1,0.6159008750046323,0.6821464733163,0.4461492564571695,3.6,396,0.1753802551196377,A+
P0537,7430,GreenEarth,0.5588219940796626,1,0.989669483195902,0.9099206730727972,0.3339024715265539,3.3,2538,0.969915939251662,A+
P0542,6901,ReEarth,0.5612169491794705,1,0.6300397674510078,0.8973304515911513,0.5140233698765098,4.9,3705,0.2724376573386895,A+
P0543,4946,ReEarth,0.8625927740136954,1,0.7765085548206273,0.5297120506475255,0.6057537305209344,3.2,2696,0.4613681948415529,A+
P0545,7341,GreenEarth,0.9985390785408308,1,0.6402533144752333,0.7685498889685238,0.5270501564925637,3.4,425,0.823744969690015,A+
P0554,2781,NatureNext,0.6895135631095487,1,0.9536526488963752,0.7778568235309393,0.3965905743863297,4.0,1002,0.2774523644984392,A+
P0555,9509,EcoWare,0.9867286949880866,1,0.9501991589539855,0.4649359958341538,0.1248700769059226,3.1,1291,0.9066401608685106,A+
P0556,1640,ReEarth,0.6684202509305517,1,0.6489474027364466,0.960501900824624,0.5254451263621795,3.5,4380,-0.7978228116515702,A+
P0562,9972,NatureNext,0.9506480053873244,1,0.732239507429622,0.7184879907919794,0.994774954573906,3.7,2586,-0.888500803059344,A+
P0564,7594,NatureNext,0.657030397496366,1,0.7843818805142245,0.7527860602484666,0.4407390410842635,4.3,4194,0.8156317155548087,A+
P0568,3241,ReEarth,0.7627174562728465,1,0.4382245142614777,0.9017757095562332,0.6869414350035103,3.0,2144,0.5639052339443038,A+
P0569,7519,GreenEarth,0.6221699703932331,1,0.7373096514105628,0.9716305280687882,0.8931137413224726,3.6,2364,-0.6887040144768184,A+
P0582,3809,NatureNext,0.921868663203362,1,0.8676837957975323,0.9527422465128612,0.7768937482048727,3.3,4073,0.7972330818869415,A+
P0583,9373,NatureNext,0.6269874372860124,1,0.9355451550726768,0.9537061599923742,0.0707914360111744,2.7,2640,0.8822711697008943,A+
P0585,8747,AmazonBasics,0.8696473675823866,1,0.8164066621845549,0.6281529163547537,0.8091948036567412,3.5,1064,-0.4248999211491135,A+
P0586,9186,AmazonBasics,0.5531718631278872,1,0.778360663385204,0.7939447774582871,0.6728316899204301,4.5,390,-0.333825737323046,A+
P0596,5129,EcoWare,0.933193257125671,1,0.2798571441537456,0.9037475551811096,0.7745720831743649,2.6,3863,0.5739372968734844,A+
P0598,2205,ReEarth,0.6801889099651738,1,0.6116184086571459,0.7866312263470459,0.6212265304801673,4.7,3091,-0.2796756935724169,A+
P0602,5010,AmazonBasics,0.8796243665304214,0,0.8708440624863162,0.9843129722415302,0.9211438801808418,3.8,3783,-0.095822979322055,A+
P0603,4275,GreenEarth,0.9518039221733976,1,0.851559350909518,0.7078400522282559,0.9760860241995716,3.5,2637,0.7143859071736114,A+
P0604,5448,GreenEarth,0.6163815735506444,1,0.9346196625276676,0.99683190664277,0.2222827666385852,3.2,3941,-0.9032082361084688,A+
P0617,8220,AmazonBasics,0.706380564633013,1,0.6375631783181224,0.5777285395188705,0.9839309401424022,3.3,1041,0.0597905931078823,A+
P0625,9437,EcoWare,0.8538441631653093,0,0.9216379042972208,0.9265396227998832,0.9472999994200668,3.1,842,-0.6956507962361642,A+
P0635,7202,GreenEarth,0.8175445529548594,1,0.3818468816467993,0.8919574655941396,0.8183078176753029,3.1,3419,-0.3293419850821291,A+
P0660,4258,AmazonBasics,0.6338883377441671,1,0.947379619255997,0.942488618165487,0.4247833415241863,4.1,4482,0.9052842616017228,A+
P0661,4025,ReEarth,0.8945804232943657,1,0.8057855569287402,0.3756202702441055,0.3417488423259273,4.6,3295,-0.1120235713159394,A+
P0663,7038,EcoWare,0.8294125350700352,1,0.8784663446036818,0.8251825558611208,0.0068407481483635,4.7,3573,-0.6026986946377217,A+
P0672,2100,EcoWare,0.977912241860376,1,0.4960522418584588,0.8412284508811307,0.8171070991667613,4.9,3639,-0.3746346699444156,A+
P0681,7345,GreenEarth,0.5852909557785451,1,0.7139378454054714,0.8477501010662054,0.9528343891705844,4.9,3865,-0.7099345325002231,A+
P0684,2148,AmazonBasics,0.8944011319526798,1,0.7604948177222872,0.9040456754576922,0.4740762641078576,3.8,4422,0.3109069129871282,A+
P0692,7339,NatureNext,0.6357843823755199,1,0.6232753950238185,0.9328947468047336,0.6805606661388378,4.5,3252,0.5056179890220198,A+
P0694,349,NatureNext,0.9919201564277188,1,0.8857174546267444,0.9943224371632442,0.4577438171662134,2.5,1681,0.7587939866117688,A+
P0696,870,NatureNext,0.7034859548171319,1,0.7297209181528376,0.3959146370254244,0.8981464448201008,4.0,1738,0.2612723810593009,A+
P0702,4958,EcoWare,0.6194283302009638,1,0.8019894942194898,0.5542909574792296,0.579596727412674,3.5,3552,-0.1529188455169836,A+
P0712,7049,EcoWare,0.927067998825252,1,0.6552496246460517,0.5202402362546391,0.7700212284558287,3.1,3158,0.1647149101279317,A+
P0713,9621,ReEarth,0.5247484267468333,1,0.877119157307317,0.7718122744187771,0.6301750848870414,3.1,3369,0.9721349604192036,A+
P0714,6341,NatureNext,0.9166585357365062,1,0.3007558553884812,0.8910204049066677,0.9884904844868048,5.0,1014,0.2728574875056981,A+
P0717,9650,EcoWare,0.7314259775079253,1,0.773344743748917,0.4985255463919953,0.7343500353352957,2.7,3281,-0.3090776970634623,A+
P0735,2932,AmazonBasics,0.694936176470772,1,0.7706615458326529,0.8620869109163727,0.7865057135281222,4.8,3942,-0.0072021566458315,A+
P0737,6071,AmazonBasics,0.941129278047424,1,0.9062957630733935,0.724148336789973,0.3058948132615199,4.5,368,0.854412929581662,A+
P0759,771,GreenEarth,0.7021198648221045,1,0.9433980504277092,0.9787311572330366,0.6267705194172218,4.3,2542,-0.9490546165297856,A+
P0772,2693,AmazonBasics,0.818938546331817,1,0.724001638361236,0.7399964804530982,0.3433777895745725,2.8,1110,0.9744289096622823,A+
P0776,5340,GreenEarth,0.9956316133668166,1,0.9461648721268744,0.8220023663433511,0.6321201219156514,4.1,633,-0.1668155444316026,A+
P0780,3744,EcoWare,0.7244265358373541,1,0.9093343230322206,0.8742268617030406,0.7505441637537376,4.5,3782,0.0475169931056997,A+
P0781,4532,AmazonBasics,0.5421961902722712,1,0.966035301948241,0.6933046528666629,0.746419830009849,3.1,3926,-0.9510394683736,A+
P0783,5911,NatureNext,0.9550673183910672,1,0.7750255709279721,0.9484157938448372,0.8779783824996591,4.3,1339,-0.9762043355096888,A+
P0791,6909,ReEarth,0.7019489320850618,1,0.9165240499207652,0.76043576829082,0.5782183812232895,3.3,1221,-0.3002995278182903,A+
P0793,5226,AmazonBasics,0.7712671842661257,1,0.2980798091842479,0.9530696378697592,0.7389304553494722,3.7,1170,0.5688162332364075,A+
P0813,1396,EcoWare,0.9733222169967732,1,0.9042351278051184,0.6818432383463849,0.250340267381386,2.8,429,0.4533409385164251,A+
P0814,6329,EcoWare,0.669884413575559,1,0.6922494854750987,0.4449399583681229,0.8317246313050897,2.8,3669,0.8852054009694938,A+
P0816,225,EcoWare,0.6894551390294072,1,0.9488573406651564,0.4621193173347292,0.4868282119412368,3.8,1288,0.246780774054095,A+
P0825,9461,EcoWare,0.7901107593925147,1,0.9114247047583608,0.8002869726650139,0.3023957403039222,4.5,2513,-0.43664129105095,A+
P0827,4306,EcoWare,0.5526295925985062,1,0.8959196354101782,0.6106399373645715,0.4683005914563851,4.8,1664,-0.1040090906622637,A+
P0829,8043,EcoWare,0.9860126282482956,1,0.8456393205057169,0.3566676152809817,0.9335804560066894,2.6,197,-0.147769442338441,A+
P0830,6991,AmazonBasics,0.6142433733773853,1,0.7415613962748595,0.913629678911124,0.9326022075036438,4.8,2768,-0.4248930871581502,A+
P0840,1833,AmazonBasics,0.5735309252832942,1,0.6574091087232202,0.7052757242070631,0.9622129101159448,4.6,806,0.4157613904730706,A+
P0841,1705,EcoWare,0.7439255985962032,1,0.5089628390319576,0.3381583492064783,0.9644882250238542,4.7,569,0.4958473026228345,A+
P0850,1163,AmazonBasics,0.5441008518949353,1,0.8984073855013286,0.7369685158982626,0.4068984313906278,2.9,4815,0.4733037504495758,A+
P0853,5442,AmazonBasics,0.5154688223656709,1,0.9252478433808242,0.942054414277404,0.9959936491006997,2.6,2741,-0.4935850367152852,A+
P0856,8759,EcoWare,0.9900544962068836,1,0.6088779708469682,0.6016007927675895,0.6352649873590809,4.4,1073,-0.8597639085060207,A+
P0862,5660,ReEarth,0.6780928235587971,1,0.8244673573593291,0.8538990047476784,0.702405365866202,3.2,778,-0.019107080158049,A+
P0868,9015,AmazonBasics,0.6175186074019126,1,0.8471358846981263,0.6121688815644712,0.9802612078164992,3.1,1548,-0.4428640935886812,A+
P0869,324,ReEarth,0.9153442552600384,1,0.9534263840110714,0.3140162608125313,0.6501132234192136,4.8,3940,0.5431777289356279,A+
P0875,1928,NatureNext,0.908378465059764,1,0.9342247116979971,0.636205981153949,0.6237437260875957,3.2,3506,-0.0954509754217221,A+
P0880,3844,AmazonBasics,0.662911558782225,1,0.7580416100094255,0.6392826618554153,0.5202319605040254,4.8,1902,-0.3169478491572723,A+
P0887,7141,EcoWare,0.953471404417417,1,0.6095935141773549,0.8639215531391669,0.813710270757308,2.8,3458,0.0006673113520447,A+
P0890,1719,ReEarth,0.7995602925201626,1,0.5818311470634862,0.6749441504113021,0.9682088408629056,4.1,1435,0.5286480004134073,A+
P0910,3491,ReEarth,0.7206118568276633,1,0.6965166467887495,0.9557071890974432,0.7137062586767072,4.2,4422,-0.5263741450924615,A+
P0911,6051,GreenEarth,0.8028776515695284,1,0.8835704933351415,0.6609735857539512,0.8181455811278013,2.9,3893,0.2546341567159291,A+
P0912,5568,ReEarth,0.9593673553031888,1,0.7831782393000746,0.6480777206136146,0.6673318496676933,4.7,3202,-0.3970231692912811,A+
P0920,2998,ReEarth,0.9032946711631384,1,0.919722403872832,0.7087435024827947,0.2130353198432641,3.4,4106,0.1668440303660034,A+
P0940,4133,GreenEarth,0.8222351385605169,1,0.8114684592445062,0.4855568990370008,0.9630941308978024,4.6,3316,-0.8774024111015528,A+
P0941,2097,NatureNext,0.9098989024923638,1,0.226996834619216,0.7873347152107628,0.9175448945963448,4.3,2734,0.0511587481244835,A+
P0945,8489,EcoWare,0.8966970071526739,1,0.6907472734462905,0.8751490988452686,0.1018917539715528,4.0,2902,-0.118469504649262,A+
P0959,1220,AmazonBasics,0.9422121377509886,1,0.9866570995816072,0.4286492655755308,0.289136718418761,3.8,2548,0.3836937598919363,A+
P0964,2745,AmazonBasics,0.6401672303957604,1,0.6988286875770139,0.585522725955096,0.5813210197250533,4.5,2050,0.8336131561495528,A+
P0968,7426,EcoWare,0.7745651681385863,1,0.4866605775071597,0.8692033586175894,0.361487149821812,4.6,3476,0.8298598732585651,A+
P0978,194,EcoWare,0.6211156089122835,1,0.6868837556934856,0.9253833103615908,0.5879023248948145,2.5,2676,-0.1423219694052186,A+
